No-Intro Name,Hardware,Copyright Date,Domestic Title,Overseas Title,Type,Product No.,Version,Checksum,Region,SHA256
Great Circus Mystery - Mickey to Minnie Magical Adventure 2 (Japan),SEGA MEGA DRIVE,(C)T-12 1994.DEC,ﾐｯｷｰ ﾄ ﾐﾆｰ ﾏｼﾞｶﾙｱﾄﾞﾍﾞﾝﾁｬｰ 2,THE GREAT CIRCUS MYSTERY Starring Mickey&Minnie,GM,T-12063,0,52751 (0xCE0F),J,09352044b26bf9548a20b3108800caedf2cee9b0b60dc8b1ab0d5ae81aa5246c
"Great Circus Mystery Starring Mickey & Minnie, The (USA)",SEGA GENESIS,(C)T-12 1994.DEC,ﾐｯｷｰ ﾄ ﾐﾆｰ ﾏｼﾞｶﾙｱﾄﾞﾍﾞﾝﾁｬｰ 2,THE GREAT CIRCUS MYSTERY Starring Mickey&Minnie,GM,T-12076,0,56908 (0xDE4C),U,f0bde1d3fbc04bacc5f523918a045d4d1024bb47470d84065be38f290d20f7d7
"Great Waldo Search, The (USA)",SEGA GENESIS,(C)SEGA 1992.AUG,The Great Waldo Search,The Great Waldo Search,GM,00000001-00,(unknown),55912 (0xDA68),U,912650529213a11b443498d8cd4abe7231f5f3656c3f0368f4005a2fb0aed1fb
Greatest Heavyweights (Europe),SEGA GENESIS,(C)SEGA 1993.SEP,GREATEST HEAVYWEIGHTS,GREATEST HEAVYWEIGHTS,GM,MK-1228,0,38375 (0x95E7),E,18920dea1147e1cc0fbafc0ee15524627c47f4211eebf14d4eff36d0b4d7e3f8
Greatest Heavyweights (Japan),SEGA GENESIS,(C)SEGA 1993.SEP,GREATEST HEAVYWEIGHTS,GREATEST HEAVYWEIGHTS,GM,G-5538,0,0 (0x0000),J,c2daef4bb84f6d4e52caf9a28d9f2561642d3b7e749dc62f12a2587ee77d1222
Greatest Heavyweights (USA),SEGA GENESIS,(C)SEGA 1993.SEP,GREATEST HEAVYWEIGHTS,GREATEST HEAVYWEIGHTS,GM,MK-1228,0,29296 (0x7270),U,2007029b0fb227feaa7ef2de7e189270e52c81bc291241a4b5130c78993bc7b9
"Greendog - The Beached Surfer Dude! (USA, Europe)",SEGA GENESIS,(C)SEGA 1992.JUN,GREENDOG,GREENDOG,GM,MK-1035,0,42289 (0xA531),U,0e8e82f01f59d0049df0ade127d77617cf274246a542336c948a521009a18de0
Grind Stormer (USA),SEGA GENESIS,(C)T-48 1994.JAN,V FIVE           with       GRIND STORMER,GRIND STORMER        with           V FIVE,GM,T-048256-00,(unknown),2019 (0x07E3),JUE,648ac5ff5763bcfe1121fe7d7b7530ff25207a3069d0f5cfb3b4880e429522db
Growl (USA),SEGA MEGA DRIVE,"(C)T-11 1991,NOV",RUNARK,GROWL,GM,T-11076,0,54426 (0xD49A),JUE,a3111cc42b4fbaba617e80deacf533ff11fd6c1215259667e8f4392b52498155
Guerra dos Monstros (Brazil) (Mega Drive 4),SEGA MEGA DRIVE,(C)DEVWORKS 2005,JogosDevworks,JogosDevworks,GM,00000000-00,(unknown),42491 (0xA5FB),UEJ,8c388071195b7a64529c47b2dc9af34ef30d3a692a159bab2cbbe9f145c85728
Gunship (Europe),SEGA MEGA DRIVE,(C)SEGA 1993.MAY,GUNSHIP,GUNSHIP,GM,T-79086-50,(unknown),0 (0x0000),JUE,b008d46d7337d6bc2fa97e8392c0aff446ded8e158108d23450c62521eb0cb6c
Gunstar Heroes (Europe),SEGA MEGA DRIVE,(C)SEGA 1993.JUN,GUNSTAR HEROES,GUNSTAR HEROES,GM,MK-01077-00,(unknown),41287 (0xA147),E,467ec3865b183df6895ea28fc71676eece34b20bfdf9150ebf73b8ec3b070e25
Gunstar Heroes (Japan),SEGA MEGA DRIVE,(C)SEGA 1993.JUN,GUNSTAR HEROES,GUNSTAR HEROES,GM,G-004103-00,(unknown),20068 (0x4E64),J,549b1731062c24195ae7fa8ca84ad34ae5bfa2972c9eb2535df880d06880ea86
Gunstar Heroes (USA),SEGA GENESIS,(C)SEGA 1993.JUN,GUNSTAR HEROES,GUNSTAR HEROES,GM,MK-01077-00,(unknown),64908 (0xFD8C),U,f177810ce614be21c1a9214c0ca4d8f8d357b04a497c02fae185e4b2f97b6b87
Gynoug (Europe),SEGA MEGA DRIVE,(C)T-25 1991.SEP,ジノーグ,GYNOUG,GM,MK-1030-00,(unknown),29568 (0x7380),E,679bc262341a3b95a63adc419fd94fcdc4379484af6fa50aab854ac4ae5d6012
Gynoug (Japan),SEGA MEGA DRIVE,(C)T-25 1990.DEC,ジノーグ,GYNOUG,GM,T-25093,0,51915 (0xCACB),J,7e8481337814d74c954f07f6963b8c0a320ffa234f3f8e6d5e6c0902b5751657
Hard Drivin' (World),SEGA GENESIS,(C)T-48 1990.AUG,Hard Drivin,Hard Drivin,GM,T-48026,0,3571 (0x0DF3),JU,6f63a1941a3d5415369253269d08a6550fdda8fb46e4c956c8f1c6769f2f834f
"HardBall '94 (USA, Europe)",SEGA GENESIS,(C)T-1191994.MAY,HardBall 94,HardBall 94,GM,T-119086-00,(unknown),42680 (0xA6B8),JUE,0934b756aaefa76e60683b8495bbd0cc7d920f6b788256564f880ab350994d85
HardBall '95 (USA),SEGA GENESIS,(C)T-1191995.MAY,HardBall 95,HardBall 95,GM,T-119176-00,(unknown),15517 (0x3C9D),F,055432034297556aae628fe16dac9b3b853a21ff987d0fa05626627332fab932
"Haunting Starring Polterguy (USA, Europe)",SEGA GENESIS,(C)T-50 1993.SEP,Haunting,Haunting,GM,T-50616,0,44107 (0xAC4B),UEJ,1d375fd50c7670852aa87c92881edddf5d9fa8ba61ca5296c36410d26771d404
Havoc (Europe),SEGA MEGADRIVE,(C)T-12 1994 MAR,CAPTAIN LANG,HIGH SEAS HAVOC,GM,T-120056-00,(unknown),8126 (0x1FBE),E,f6c300632c2bdcd9c6ba76fddf64306f6ff1bdc9c5a86cfc8b521a8d8bc1a3de
Head-On Soccer (USA),SEGA GENESIS,(C)T-79 1995.JUL,HEAD-ON SOCCER,HEAD-ON SOCCER,GM,T-79196,(unknown),56339 (0xDC13),4,8e88ee59bbcdf29f30aa4c352bef84123aaf4ecb6f7eff3f41bf04f7f840d65a
Heavy Nova (USA),SEGA MEGA DRIVE,(C)T-22 1991.JUL,ﾍﾋﾞｰ ﾉﾊﾞ,HEAVY NOVA,GM,T-22053,0,26815 (0x68BF),JU,bb9da7daa120e1e8eea1c3584513825d66ed5f8e3783d68f79139f9c2512bc47
Heavy Unit - Mega Drive Special (Japan),SEGA MEGA DRIVE,(C)T-27 1990.SEP,HEVY UNIT,(unknown),GM,T-27013,0,1575 (0x0627),J,3c1b8a64b74dbe3f09edea36153cec240ead670b103ab710c96b8ff227e03350
Hellfire (Europe),SEGA MEGA DRIVE,(C)T-25 1991.SEP,HELLFIRE,HELLFIRE,GM,MK-1137-00,(unknown),41141 (0xA0B5),E,3af4c029a8f59422d884235a3b0380db419f012f1fa3af3a0a46a952435e4e4c
Hellfire (Japan),SEGA MEGA DRIVE,(C)T-25 1990.JUN,HELLFIRE,HELLFIRE,GM,T-25073,0,10873 (0x2A79),J,d37809b2cecc05f612ab60c0c9ac55a12e676c195701aa35271ba275482cc464
Hellfire (USA),SEGA MEGA DRIVE,(C)T-35 1990.JUN,HELLFIRE,HELLFIRE,GM,T-35036,0,42289 (0xA531),U,dfeee2d5fb8120c8cf12cecee24f37c55d216cdfc0520af61a8267328bded497
Herzog Zwei (Japan),SEGA MEGA DRIVE,T-18 1989.SEP,ﾍﾙﾂｫｰｸ ﾂｳﾞｧｲ,Herzog zwei,GM,T-18023,0,46706 (0xB672),J,e933563bac8c23e3d72f782f8c40b8e1f010dff91a0fefc618b98a8973319f42
"Herzog Zwei (USA, Europe)",SEGA GENESIS,(C)T-18 1989.DEC,ﾍﾙﾂｫｰｸ ﾂｳﾞｧｲ,Herzog zwei,GM,MK-1400,0,58046 (0xE2BE),U,3f891f8ce99d673313d6e49aafa329ee2b0cc464f9be779c5115f645a4baea73
Hexagonos (Brazil) (Mega Drive 4),SEGA MEGA DRIVE,(C)SEGA 2005.ABR,MEGA DRIVE 71J,MEGA DRIVE 71J,(unknown),TECTOY,2005,53896 (0xD288),U,aa0d157e5c45633b3f7d191a0c45ee45439c82a0638cdb79e0d3835bcd9ab259
High Seas Havoc (USA),SEGA GENESIS,(C)T-13 1993 SEP,CAPTAIN LANG,HIGH SEAS HAVOC,GM,T-13076,0,60361 (0xEBC9),U,85ca766c9d4ca4070e4558dbd3dc0767fd9580eaa7c0e457755f320e8cdb787c
Hit the Ice - VHL - The Official Video Hockey League (USA),SEGA MEGA DRIVE,(C)T-11 1992.JUL,(unknown),HIT THE ICE,GM,T-11096,0,18078 (0x469E),U,b19c2f51ac5cf9237ba9ead512d4f4751dfe506036059bad746c8b154b675c09
Hokuto no Ken - Shin Seikimatsu Kyuuseishu Densetsu (Japan),SEGA MEGA DRIVE,(C)SEGA 1989.APR,HOKUTO NO KEN II,(unknown),GM,00004012-00,(unknown),10863 (0x2A6F),J,3318f7dde3fa54c69b3144a00abe7501c42277609dc0743566f246428180f4a1
"Home Alone (USA, Europe)",SEGA GENESIS,(C)SEGA 1992.SEP,HOME ALONE,HOME ALONE,GM,MK-1046,0,49084 (0xBFBC),U,0f14dc228e2ba3b39db9fe6a2feaefa8fa047d6bff579fad072f923d0fb855b4
Home Alone 2 - Lost in New York (USA),SEGA GENESIS,(C)SEGA 1993.SEP,HOME ALONE 2,HOME ALONE 2,GM,MK-1536,0,52092 (0xCB7C),U,f911a67c3c952fb42bd5599129a33583358c3b6230a0e25ccb240f785036d3d8
Home Alone 2 - Lost in New York (USA) (1993-09-29) (Sega Channel),SEGA GENESIS,(C)SEGA 1993.SEP,HOME ALONE 2,HOME ALONE 2,GM,MK-1536,0,0 (0x0000),U,3f4fbc328bd616e0c7e09fd8ff0dd891a5bc70d73691055e56dff5e949d8e78f
Honoo no Toukyuuji - Dodge Danpei (Japan),SEGA_MEGA_DRIVE,(C)SEGA_1992.APR,炎の闘球児　ドッジ弾平,(unknown),(unknown),GM_00004076-00,(unknown),47820 (0xBACC),J,0d476b9f1c7245d408a2c1a6d22bc0f37e7fe3be9850b7d9c9fac5b18f616511
Hook (Europe),SEGA MEGA DRIVE,(C)SONY T-93,HOOK,HOOK,GM,T-93026,50,23333 (0x5B25),E,48c89c55eb2a961772c7986bd0b7811aa49a1829c44f143a343b837992d7e1b5
Hook (USA),SEGA GENESIS,(C)SONY T-93,HOOK,HOOK,GM,T-93026,1,23333 (0x5B25),U,ca17537b56c170ae848e88a92ebae7f1c0ab6af36789ade1cf9855a852f4df86
"Humans, The (USA)",SEGA GENESIS,(C)T-83 1992.SEP,INTRODUCING THE HUMANS,INTRODUCING THE HUMANS,GM,T-83046,0,36080 (0x8CF0),U,67614a242c9c26f9c8b1fef1883509726d66f5354d2436a5c67f49456ecd002c
Hurricanes (Europe),SEGA MEGA DRIVE,(C)T-79 1994.OCT,HURRICANES,HURRICANES,GM,T-079136-00,(unknown),37262 (0x918E),JUE,0e61ae64c745a2c4bef89b391e5709a3c14ab19597a638e1dbb8a8297ce9f701
"Hybrid Front, The (Japan)",SEGA MEGA DRIVE,(C)SEGA 1994.MAR,HYBRID FRONT,(unknown),GM,G-5541,0,47647 (0xBA1F),J,ae285c4ce2dab00b5b9e42731c9840da23901430f7182685fad1bdc63378985b
Hyokkori Hyoutan-jima - Daitouryou wo Mezase! (Japan),SEGA MEGA DRIVE,(C)SEGA 1992.AUG,HYOKKORI HYOUTANJIMA,HYOKKORI HYOUTANJIMA,(unknown),GM_G-4075-00,(unknown),12829 (0x321D),J,3400731044c6f0915fb9e8864eefebeb2a6beeab14d3d2e260a6edd966b16148
Hyper Dunk - The Playoff Edition (Japan),SEGA MEGA DRIVE,(C)T-95 1994.MAR,HYPER DUNK,HYPER DUNK / THEPLAYOFF EDITION,GM,T-95083-00,(unknown),4556 (0x11CC),JUE,611843c60cf4271b10ea14d24ad5fd0cf6342391a42adb458adf3ecd4becd9b4
Hyper Dunk (Europe),SEGA MEGA DRIVE,(C)T-95 1994.MAR,HYPER DUNK / THEPLAYOFF EDITION,HYPER DUNK,GM,T-95126-00,(unknown),13720 (0x3598),E,aed1c34f69973bf0548924eb28512c9c4729784847a50887b296967bb6b38d82
Hyper Marbles (Japan) (Game no Kanzume Otokuyou),SEGA MEGA DRIVE,(C)SEGA 1989.OCT,SEGANET GAME,SEGANET GAME,GM,00054503-00,(unknown),43497 (0xA9E9),J,0b864c4feec3f92142d8c5361d524727ca6d17e1a628b895bacda8df36e48c54
Hyper Marbles (Japan) (Game no Kanzume Vol. 1),SEGA MEGA DRIVE,(C)SEGA 1990.AUG,ｾｶﾞ･ﾈｯﾄ･ｶｰﾄﾘｯｼﾞ･「ゲーム図書館」,"SEGA NET CARTRIDGE ""GAME LIBRARY""",GM,00054503-00,(unknown),38667 (0x970B),J,4b20be22608e2e91379666fb7cac9c38c1cbfc9205976d1d62eae96902da993b
Hyper Marbles (Japan) (SegaNet),SEGA MEGA DRIVE,(C)SEGA 1989.OCT,SEGANET GAME,SEGANET GAME,GM,00054503-00,(unknown),16737 (0x4161),J,4cc350b443b1f195ec32c483c95908220847269bc760114174905e4814f70448
I Love Mickey and Donald - Fushigi na Magic Box (Japan),SEGA MEGA DRIVE,(C)SEGA 1992.OCT,I Love Mickey&Donald  Fushigina majikku Bokkusu,World of Illusion starringMickeyMouse&DonaldDuck,GM,G-4080,0,47775 (0xBA9F),J,86659f446d1f85d6163a1872ce458680bd5a54afd2ed871bc33b083cca6f9cc7
I Love Mickey and Donald - Fushigi na Magic Box (Japan) (Rev 1),SEGA MEGA DRIVE,(C)SEGA 1992.OCT,I Love Mickey&Donald  Fushigina majikku Bokkusu,World of Illusion starringMickeyMouse&DonaldDuck,GM,G-4080,1,47791 (0xBAAF),J,695024b0306123e76c2c8077b1b13efcada9a2533829de7f5592be945cb7d566
I Love Mickey Mouse - Fushigi no Oshiro Daibouken (Japan),SEGA MEGA DRIVE,(C)SEGA 1990.OCT,MICKEY MOUSE,MICKEY MOUSE,G,00004042-00,(unknown),50194 (0xC412),JAP,6865b1e3291febc907ad71d1adcd355982e4b7c790d4a9ae2936ad0b50774d72
Ikasuze! Koi no Doki Doki Penguin Land MD (Japan) (Game no Kanzume Otokuyou),SEGA MEGA DRIVE,(C)SEGA 1989.OCT,SEGANET GAME,SEGANET GAME,GM,00054503-00,(unknown),43497 (0xA9E9),J,bc04e67ad1d5cf9e29313eb21c6adf9f3df7d289680f9da82fbb1cc7410834e4
Ikasuze! Koi no Doki Doki Penguin Land MD (Japan) (SegaNet),SEGA MEGA DRIVE,(C)SEGA 1989.OCT,SEGANET GAME,SEGANET GAME,GM,00054503-00,(unknown),60882 (0xEDD2),J,29418f0027014b57ce30063fb523331a1640d57020799e0eb83b9a2a5a0a5653
"IMG International Tour Tennis (USA, Europe)",SEGA GENESIS,(C)T-50 1994.JUL,IMG International Tour Tennis,IMG International Tour Tennis,GM,T-50836,0,4022 (0x0FB6),UEJ,e0798d1eb01d005b79355d646acc8c342ddd7c54f4598b221825d1b1e1c1caf4
"Immortal, The (USA, Europe)",SEGA GENESIS,(C)T-50 1991.NOV,THE IMMORTAL,THE IMMORTAL,GM,T-50186,0,38087 (0x94C7),U,b60aa52e46a199f755a1eb99daea543c468acf07d83624c85a84cdd14b786375
"Incredible Crash Dummies, The (USA, Europe)",SEGA GENESIS,(C)T-81 1993.OCT,CRASH TEST DUMMIES,CRASH TEST DUMMIES,GM,T-081246,0,39258 (0x995A),JUE,1627739b11458720883bef7da23845d5d1c7e8d40b9ba5dfc46146628ebc960b
"Incredible Hulk, The (USA, Europe)",SEGA GENESIS,(C)T-79 1994.JUN,The Incredible Hulk,The Incredible Hulk,GM,T-79106,0,50885 (0xC6C5),JUE,fbb8a9b5d79b0402e58fcbb3a4b7921209f8edcf319b53222ad4942e764045bc
Indiana Jones and the Last Crusade (Europe),SEGA MEGA DRIVE,(C)SEGA 1992.FEB,TIERTEX DEMO,TIERTEX DEMO,GM,T-79046-50,(unknown),19769 (0x4D39),JE,393cfd813137d01d9d918c2dfc6eec0d330ee504c50413a491d2276524d569c4
Indiana Jones and the Last Crusade (USA),SEGA MEGA DRIVE,(C)SEGA 1992.FEB,TIERTEX DEMO,TIERTEX DEMO,GM,T-79046-00,(unknown),34889 (0x8849),U,8ca662474aa318d775f04e2fc9aa49a43e1972474897ba3b2819e07e19bf58da
"Insector X (Japan, Korea) (Ja)",SEGA MEGA DRIVE,(C)T-28 1990.JUN,ｲﾝｾｸﾀｰX,INSECTOR X,GM,T-28023,0,14066 (0x36F2),JU,be7bb50951539acb021f7ebe6f9edd00ede8d2824aec0ce03fc0c8acf0b4ae75
Insector X (USA),SEGA MEGA DRIVE,(C)T-28 1990.JUL,ｲﾝｾｸﾀｰX,INSECTOR X,GM,T-28026,0,46815 (0xB6DF),U,b21a3501da461ea6f42ef5076e0ddc8bfcb792bc89daf440c8d73065ccaa4969
Instruments of Chaos Starring Young Indiana Jones (USA),SEGA GENESIS,(C)SEGA 1994.JAN,INSTRUMENTS OF CHAOS,INSTRUMENTS OF CHAOS,GM,MK-1048,0,36265 (0x8DA9),U,f3bf9219dbdcf749943dfc00b9213ffdb19feef1b9a69e98a85deef88fadd03b
International Rugby (Europe),SEGA MEGA DRIVE,(C)SEGA 1992.FEB,RUGBY,RUGBY,(unknown),T-88056-50,(unknown),2755 (0x0AC3),JUE,0673b5e80bf2e23e316e52f58af3f93853f5d87bbd2c84e76f6a428468bb7870
"International Sensible Soccer (Europe) (En,Fr,De,It)",SEGA MEGA DRIVE,(C)T-50 1994.MAY,SENSIBLE SOCCER-INTERNATIONAL EDITION,SENSIBLE SOCCER-INTERNATIONAL EDITION,GM,T-93146,0,62914 (0xF5C2),E,8e180b8cd63ac48487aa6edc920a259d154281ace875ca588c9358b20de28596
"International Superstar Soccer Deluxe (Europe, Brazil) (En)",SEGA MEGA DRIVE,(C)T-95 1996.SEP,INTERNATIONAL SUPER STAR SOCCER DELUXE,INTERNATIONAL SUPER STAR SOCCER DELUXE,GM,T-95196-50,(unknown),768 (0x0300),C,bcbf3bc1fc9f637af86d95b2c1d784de64a7e7cf61050d4029c8642f357df223
"Izzy's Quest for the Olympic Rings (USA, Europe)",SEGA GENESIS,(C)T-79 1995.MAR,Izzys Quest for the Olympic Rings,Izzys Quest for the Olympic Rings,GM,T-79156-00,(unknown),54411 (0xD48B),F,0af4de238b9b9f197a6783207609a30bb24740a7e33318a0f8bbf5b517c59d30
J. League Champion Soccer (Japan),SEGA MEGA DRIVE,(C)T-45 1992.NOV,Ｊリーグ  チャンピオンサッカー,J-League Champion Soccer,GM,T-105013-00,(unknown),1329 (0x0531),J,ac99a58935fcadb93c9c27b4899b017379ad4633c7f74d4f078bcf9e09c4c377
J. League Pro Striker (Japan),SEGA MEGA DRIVE,(C)SEGA 1993.MAR,J.LEAGUE PRO STRIKER,(unknown),GM,00005518-00,(unknown),23809 (0x5D01),J,e7467e313572f4a74bf6a6a460de3684c6b48f79df5adbe4b6ee466eb2490177
J. League Pro Striker (Japan) (Rev A),SEGA MEGA DRIVE,(C)SEGA 1993.MAR,J.LEAGUE PRO STRIKER,(unknown),GM,00005518-03,(unknown),9478 (0x2506),JE,b7316d0a4b9a094a3322025f8745c12e4cd076f7ffb521372f90a5788cdaba8c
J. League Pro Striker 2 (Japan),SEGA MEGA DRIVE,(C)SEGA 1994.MAY,J.LEAGUE PRO STRIKER2,J.LEAGUE PRO STRIKER2,GM,G-5540,0,24065 (0x5E01),J,3899787385b77e4d578e1176ca241ddf8ee5c79cba0600c7745bff8e18371eb0
J. League Pro Striker Perfect (Japan),SEGA MEGA DRIVE,(C)SEGA 1993.MAR,J.LEAGUE PRO STRIKER完全版,(unknown),GM,00005532-00,(unknown),60189 (0xEB1D),J,5fb510677f33aeddca198e476f434ac50aba56e86562126e1aeef0642f662eb4
"Jack Nicklaus' Power Challenge Golf (USA, Europe)",SEGA GENESIS,(C)T-11 1993.APR,Power Challenge,Power Challenge,GM,T-119016-00,(unknown),47746 (0xBA82),JUE,21274f87c50a7c774b87833becc4e6c3736e12349c6b8abc81b92d041fd17554
James Bond 007 - The Duel (Europe),SEGA MEGA DRIVE,(C)T-50 1992.SEP,James Bond The Duel.,James Bond The Duel.,GM,T-088016-00,(unknown),46270 (0xB4BE),UE,7e7ca106fc85dd50646d8b9113241deae6202ac8ddaaf3d037237245923b2f23
James Bond 007 - The Duel (USA),SEGA GENESIS,(C)T-48 1992.NOV,James Bond The Duel.,James Bond The Duel.,GM,T-048156-00,(unknown),25383 (0x6327),UEJ,f7a4b61338058d771770a04c495fad9accf083a01bda94bc64271fcc69dfcd68
"James 'Buster' Douglas Knockout Boxing (USA, Europe)",SEGA GENESIS,(C)T-11 1990.JUL,(unknown),"JAMES ""BUSTER"" DOUGLAS KNOCK OUTBOXING",GM,MK-1204,0,46721 (0xB681),U,84dfef87da59f2e084571c7df2969ef9d219abf07f1455dc176c8b26b0384e87
"James Pond - Underwater Agent (USA, Europe)",SEGA GENESIS,(C)T-50 1991.MAR,JAMES POND,JAMES POND,GM,T-50126,1,16136 (0x3F08),U,4c698772a7f3465fec7e1df0941bc1fc7fed01e6ef2e0372baba3830bf27ab24
"James Pond 3 (USA, Europe)",SEGA GENESIS,(C)T-50 1993.SEP,JAMES POND III,JAMES POND III,GM,T-50646,0,65091 (0xFE43),UEJ,8f52e27945b96d6c37fda28c44d39d65d805cc0b58332f9b4a2eb26dff540d29
"James Pond II - Codename - Robocod (USA, Europe)",SEGA GENESIS,(C)T-50 1991.DEC,James Pond II  Codename:Robocod,James Pond II  Codename:Robocod,GM,T-50296,0,6279 (0x1887),U,cc31457f4f47b13b23383f289988f414321be97a5a15d574baaef62f816803cd
"James Pond II (Japan, Korea) (Ja)",SEGA MEGA DRIVE,(C)T-50 1993.JUN,JAMES POND 2,JAMES POND 2,GM,T-106123-00,(unknown),48437 (0xBD35),J,0d221efcdb5625543fcfaa310650de7ad260cb425ffa3a6da3cd3f3b0423000a
Jammit (USA),SEGA GENESIS,(C)T-70 1993.OCT,JAMMIT,JAMMIT,GM,T-70296-00,(unknown),60076 (0xEAAC),U,ec2ecedd27a3f82d4437602e8a6b0c4d152cb5cdeca6d7b38b1187abd0bddd11
Janou Touryuumon (Japan),SEGA MEGA DRIVE,(C)SEGA 1993.Sep,雀皇登龍門,(unknown),GM,G-4096,0,4208 (0x1070),J,3dd827c823402bb1a206c2497efc44510d363fa4d329d1e6c7259230fb61bd55
Jantei Monogatari (Japan),SEGA MEGA DRIVE,(C)T-49 1991.MAR,雀偵物語,(unknown),GM,T-49033,1,9112 (0x2398),J,0f0287518f7b8921743d8bd788d1f62e9f0a280deaecd2c4462e16ca4b3c4288
"Jashin Draxos (Japan, Korea) (Ja)",SEGA GENESIS,(C)T-50 1993.FEB,(unknown),Draxos,GM,T-50466,1,11928 (0x2E98),J,08eb0af6157d19ed8e6fe72e6c63b3d133ba5a8731f6bf908da0973607425702
Jennifer Capriati Tennis (USA),SEGA MEGA DRIVE,(C)T-49 1992.MAR,ｸﾞﾗﾝﾄﾞ ｽﾗﾑ,JENNIFER CAPRIATI TENNIS,GM,T-49226,0,28138 (0x6DEA),U,abace9153a71e9f333cb059a47bcc4c86057073514265a98c6edd2e5f9c99d8d
Jeopardy! - Deluxe Edition (USA),SEGA GENESIS,(C)T-83 1993.OCT,JEOPARDY DELUXE EDITION,JEOPARDY DELUXE EDITION,GM,T-83116-,0,17044 (0x4294),U,603ccf8ce0ec6a6d7a521893fa5bc91ca4c007e1387bcd185789f82390134381
Jeopardy! - Sports Edition (USA),SEGA GENESIS,(C)T-83 1994.FEB,JEOPARDY SPORTS,JEOPARDY SPORTS,GM,T-83126,0,43964 (0xABBC),U,be708e5b5e1e7495edd825cfdbb2ad7ab3b58f6099757be0463e033bb9251219
Jeopardy! (USA),SEGA GENESIS,(C)PPP  1992.JUL,JEOPARDY,JEOPARDY,GM,T-83026,0,50210 (0xC422),JUE,a85bdfe8538a6329fbf750b5e165939c9842976b7f5124044561597f5254f6b3
Jerry Glanville's Pigskin Footbrawl (USA),SEGA GENESIS,(C) RSI 1992.SEP,PIGSKIN,PIGSKIN,GM,T-56056,0,23867 (0x5D3B),U,3459ebaf40c6a2682febfc42d302092ef7e8d05f42f2e8c4541e5ae33455cd93
Jewel Master (Japan),SEGA MEGA DRIVE,(C)SEGA 1991.APR,JEWEL MASTER,JEWEL MASTER,GM,G-4047,0,22545 (0x5811),JUE,34cf68f7e2393654524b5ed90221f9a3a06ec81a02244e73143233b3d6a2f9a6
"Jewel Master (USA, Europe)",SEGA MEGA DRIVE,(C)SEGA 1991.APR,JEWEL MASTER,JEWEL MASTER,GM,MK-1025,0,9309 (0x245D),JUE,8137a09d97988a9081e0a1e099e2f93a43fdbbbe7543cc7b0534e1aa8680dccf
Jimmy White's Whirlwind Snooker (Europe),SEGA MEGA DRIVE,(C)T-70 1994.NOV,SNOOKER,SNOOKER,GM,T-70206-00,(unknown),46513 (0xB5B1),E,5adc2e87910d059b0b317ef693d4ef950d1db3738cea6db9e39d5d9c4b8dfeed
Joe & Mac (USA),SEGA GENESIS,(C)T-103 1993.NO,Joe and Mac     Caveman Ninja,Joe and Mac     Caveman Ninja,GM,T-103036-00,(unknown),35607 (0x8B17),U,bf9b02ad9b72110ba7a6db13fe718178c6473e4b4d731fe480217c116947586a
Joe Montana Football (World),SEGA GENESIS,(C)SEGA 1990.NOV,MONTANA FOOTBALL,MONTANA FOOTBALL,GM,MK-1205,0,53777 (0xD211),U,89353fffe8942e2add8088cc1c05ae64f7c1240902cfe8dfc5ec9fd2bdc98bdd
Joe Montana II - Sports Talk Football (World),SEGA GENESIS,(C)SEGA 1991.SEP,JOE MONTANA II SPORTS TALK FOOTBALL,JOE MONTANA II SPORTS TALK FOOTBALL,GM,MK-1209,0,47232 (0xB880),U,b3bf7888a336d182ad8b6ead5127e05103dac468d20a3e6f06ee0c1aaeb09eed
Joe Montana II - Sports Talk Football (World) (Rev A),SEGA GENESIS,(C)SEGA 1991.SEP,JOE MONTANA II SPORTS TALK FOOTBALL,JOE MONTANA II SPORTS TALK FOOTBALL,GM,MK-1209,1,37008 (0x9090),U,6c3b1d6456f2c1d6a5a95d28d3eaa59c0089e232ad1fb01d25204c283ff7849d
John Madden Football - Championship Edition (USA),SEGA GENESIS,(C)T-50 1992.DEC,John Madden Football '93 Championship Edition,John Madden Football '93 Championship Edition,GM,T-50516,0,22535 (0x5807),U,cfb45fad6dada893ae2ac93eb5bbd36d2de6c5973430f4018cdcb1a53fdfdb12
John Madden Football - Pro Football (Japan),SEGA GENESIS,(C)T-50 1992.NOV,John Madden Football 92,John Madden Football 92,GM,T-50316,0,23398 (0x5B66),U,9f02a507658fbb2fcab281ab0eb2db9e6aeb3aaacfd0da023f6f9445ee9930a0
"John Madden Football (USA, Europe)",SEGA GENESIS,(C)T-50 1990.JUL,Football,DO NOT USE,GM,T-50016,0,12708 (0x31A4),U,e78cf8b93706706ac250e608fb8f8be01c67ff4348fcab3e8a68e770ccf2f5e6
"John Madden Football (USA, Europe) (1990-11-07) (Sega Channel)",SEGA GENESIS,(C)T-50 1990.JUL,Football,DO NOT USE,GM,T-50056,0,13732 (0x35A4),U,f55b9d5a49bb97b1ef06c0357f42cd78ee86e595de427685f98b537e7e9684dd
"John Madden Football '92 (USA, Europe)",SEGA GENESIS,(C)T-50 1991.SEP,John Madden Football 92,John Madden Football 92,GM,T-50316,0,32318 (0x7E3E),U,b80b9840ccc6ea1719dee9d278b78064d2a823bea5bc4dc3c27bbe68970f2251
